ProductID,Date,Zip,Units,Revenue,Country
604,4/28/2001,41540,1,472.24,Germany
475,4/28/2001,42107,1,996.45,Germany
604,4/28/2001,42283,1,472.24,Germany
396,4/30/2001,22045,1,876.49,Germany
609,4/30/2001,22417,1,813.49,Germany
725,4/30/2001,45141,1,120.70,Germany
758,4/30/2001,40591,1,83.95,Germany
785,4/30/2001,22769,1,68.20,Germany
2074,4/30/2001,41516,1,335.95,Germany
2235,4/30/2001,22177,1,70.82,Germany
94,4/30/2001,41366,1,876.75,Germany
120,4/30/2001,42553,1,839.48,Germany
488,4/30/2001,22049,1,996.45,Germany
768,4/30/2001,22305,1,104.95,Germany
785,4/30/2001,41366,1,68.20,Germany
819,4/30/2001,22049,1,997.45,Germany
843,4/30/2001,22303,1,524.95,Germany
964,4/30/2001,22391,1,325.45,Germany
976,4/30/2001,22337,1,314.95,Germany
990,4/30/2001,41065,1,440.95,Germany
990,4/30/2001,41352,1,440.95,Germany
1005,4/30/2001,40477,1,107.57,Germany
2056,4/30/2001,22419,1,333.32,Germany
2070,4/30/2001,40472,1,522.32,Germany
2074,4/30/2001,40227,1,335.95,Germany
2235,4/30/2001,41469,1,70.82,Germany
2252,4/30/2001,40217,1,136.45,Germany
2277,4/30/2001,40591,1,262.45,Germany
2343,4/30/2001,40723,1,446.20,Germany
481,4/30/2001,22297,1,772.80,Germany
488,4/30/2001,22395,1,996.45,Germany
565,4/30/2001,22049,1,852.34,Germany
565,4/30/2001,45145,1,852.34,Germany
609,4/30/2001,22147,1,813.49,Germany
758,4/30/2001,40212,1,83.95,Germany
786,4/30/2001,22297,1,68.20,Germany
819,4/30/2001,22087,1,971.20,Germany
992,4/30/2001,22049,1,278.20,Germany
992,4/30/2001,22761,1,278.20,Germany
1014,4/30/2001,40880,1,86.57,Germany
1014,4/30/2001,41366,3,259.72,Germany
2277,4/30/2001,42579,1,262.45,Germany
2279,4/30/2001,42655,1,167.95,Germany
2353,4/30/2001,22605,1,414.70,Germany
2407,4/30/2001,42281,2,162.65,Germany
433,4/30/2001,22111,1,836.85,Germany
559,4/30/2001,22119,1,602.18,Germany
604,4/30/2001,45130,1,472.24,Germany
714,4/30/2001,40625,1,162.70,Germany
758,4/30/2001,42699,1,83.95,Germany
786,4/30/2001,42855,1,68.20,Germany
964,4/30/2001,22337,1,325.45,Germany
964,4/30/2001,40597,2,650.90,Germany
990,4/30/2001,40597,1,440.95,Germany
990,4/30/2001,41516,1,440.95,Germany
1005,4/30/2001,42857,1,107.57,Germany
1182,4/30/2001,22111,1,157.45,Germany
2005,4/30/2001,42553,1,225.70,Germany
2022,4/30/2001,40217,1,283.45,Germany
2047,4/30/2001,45143,1,388.45,Germany
2053,4/30/2001,22111,1,325.45,Germany
2253,4/30/2001,22607,1,136.45,Germany
2253,4/30/2001,45326,1,136.45,Germany
2262,4/30/2001,40597,1,299.20,Germany
2407,4/30/2001,45143,1,81.32,Germany
2410,4/30/2001,40597,1,104.95,Germany
443,4/30/2001,22089,1,814.80,Germany
475,4/30/2001,22089,1,996.45,Germany
609,4/30/2001,27499,1,813.49,Germany
713,4/30/2001,40591,1,162.70,Germany
964,5/15/2003,22547,1,330.70,Germany
1009,5/15/2003,40211,1,99.70,Germany
551,5/15/2003,22045,1,922.16,Germany
768,5/15/2003,21077,1,104.95,Germany
609,5/15/2003,22337,1,829.24,Germany
826,5/15/2003,41179,1,944.95,Germany
1040,5/15/2003,22115,1,1233.49,Germany
1131,5/15/2003,41169,1,430.45,Germany
1186,5/15/2003,22391,1,404.20,Germany
681,12/10/2002,42859,1,715.84,Germany
2251,12/10/2002,22147,1,125.95,Germany
533,12/11/2002,22045,1,524.74,Germany
2359,4/26/2001,42283,1,440.95,Germany
729,4/26/2001,22305,1,309.70,Germany
1144,4/26/2001,41065,1,414.70,Germany
565,4/26/2001,22419,1,852.34,Germany
785,4/26/2001,40211,1,68.20,Germany
910,4/26/2001,41352,1,430.45,Germany
981,4/26/2001,45279,1,157.45,Germany
1017,4/26/2001,21129,1,288.70,Germany
1114,4/26/2001,22043,1,167.95,Germany
1213,4/26/2001,45134,1,566.95,Germany
485,4/26/2001,22359,1,836.85,Germany
550,4/26/2001,42107,1,414.49,Germany
647,4/26/2001,22303,1,894.34,Germany
2252,4/26/2001,42369,1,136.45,Germany
2277,4/26/2001,40597,1,262.45,Germany
2331,4/26/2001,40595,1,540.70,Germany
467,4/26/2001,40231,1,894.34,Germany
512,4/26/2001,22337,1,230.74,Germany
823,4/26/2001,42281,1,624.70,Germany
826,4/26/2001,22395,1,918.70,Germany
2071,4/26/2001,42329,1,346.45,Germany
475,4/26/2001,40239,1,996.45,Germany
475,4/26/2001,41066,1,996.45,Germany
565,4/26/2001,41066,1,852.34,Germany
1017,4/26/2001,40597,1,288.70,Germany
2353,4/26/2001,22523,1,414.70,Germany
819,4/27/2001,45143,1,997.45,Germany
826,4/27/2001,22527,1,918.70,Germany
758,4/27/2001,22605,1,83.95,Germany
768,4/27/2001,22301,1,104.95,Germany
967,4/27/2001,40212,1,671.95,Germany
967,4/27/2001,41061,1,671.95,Germany
2070,4/27/2001,40597,1,524.95,Germany
976,4/27/2001,45326,1,314.95,Germany
2252,4/27/2001,22527,1,136.45,Germany
2359,4/27/2001,45141,1,440.95,Germany
681,4/27/2001,42699,1,658.09,Germany
767,4/27/2001,22303,1,104.95,Germany
767,4/27/2001,40239,2,209.90,Germany
1017,4/27/2001,45143,1,288.70,Germany
2379,4/27/2001,40822,1,178.45,Germany
768,4/27/2001,22303,1,104.95,Germany
768,4/27/2001,40239,2,209.90,Germany
1909,4/27/2001,22769,1,204.70,Germany
2253,4/27/2001,22527,1,136.45,Germany
1053,4/27/2001,40212,1,262.45,Germany
2250,12/10/2002,22147,1,125.95,Germany
2332,12/10/2002,40239,1,367.45,Germany
475,5/14/2003,21109,2,2074.80,Germany
2064,5/14/2003,22045,1,496.07,Germany
433,5/14/2003,22335,1,880.16,Germany
964,5/14/2003,22043,1,330.70,Germany
445,5/14/2003,22045,1,882.79,Germany
491,5/14/2003,22303,1,890.66,Germany
634,5/14/2003,40217,1,897.75,Germany
475,5/15/2003,41239,1,1007.21,Germany
551,5/15/2003,42107,1,922.16,Germany
966,5/15/2003,22605,1,472.45,Germany
2295,5/15/2003,22587,1,860.95,Germany
767,5/15/2003,21077,1,104.95,Germany
992,5/15/2003,22605,1,278.20,Germany
1926,5/15/2003,41516,1,99.70,Germany
2396,5/15/2003,22089,1,89.20,Germany
854,5/15/2003,22417,1,682.45,Germany
1040,5/15/2003,22391,1,1154.74,Germany
767,4/27/2001,22301,1,104.95,Germany
757,4/27/2001,22605,1,83.95,Germany
2388,4/27/2001,22523,1,309.70,Germany
2400,4/27/2001,45134,1,89.20,Germany
580,4/28/2001,22119,1,768.34,Germany
635,4/28/2001,22119,1,855.49,Germany
475,12/11/2002,22049,1,1037.40,Germany
606,12/11/2002,22337,1,337.84,Germany
617,12/11/2002,22143,1,844.73,Germany
575,12/11/2002,22417,1,929.25,Germany
400,12/11/2002,40883,1,772.28,Germany
767,4/30/2001,22305,1,104.95,Germany
785,4/30/2001,42855,1,68.20,Germany
786,4/30/2001,22587,1,68.20,Germany
826,4/30/2001,22393,1,918.70,Germany
910,4/30/2001,22297,1,430.45,Germany
921,4/30/2001,42369,1,524.95,Germany
976,4/30/2001,40597,1,314.95,Germany
2054,4/30/2001,22393,1,545.95,Germany
2074,4/30/2001,40721,1,335.95,Germany
2081,4/30/2001,22043,1,225.70,Germany
2145,4/30/2001,22395,1,367.45,Germany
2234,4/30/2001,41469,1,70.82,Germany
2255,4/30/2001,41366,1,60.32,Germany
2255,4/30/2001,42719,1,60.32,Germany
31,4/30/2001,42651,1,761.25,Germany
475,4/30/2001,41540,1,996.45,Germany
488,4/30/2001,41517,1,996.45,Germany
609,4/30/2001,22337,1,813.49,Germany
726,4/30/2001,41515,1,120.70,Germany
726,4/30/2001,45141,1,120.70,Germany
758,4/30/2001,42549,1,83.95,Germany
758,4/30/2001,45134,1,83.95,Germany
768,4/30/2001,22049,1,104.95,Germany
785,4/30/2001,22297,1,68.20,Germany
843,4/30/2001,22529,1,488.20,Germany
910,4/30/2001,40721,1,430.45,Germany
940,4/30/2001,41516,1,687.70,Germany
964,4/30/2001,40547,1,325.45,Germany
964,4/30/2001,40822,1,325.45,Germany
981,4/30/2001,41466,1,157.45,Germany
989,4/30/2001,22393,1,419.95,Germany
992,4/30/2001,40591,1,278.20,Germany
2016,4/30/2001,42699,1,304.45,Germany
2045,4/30/2001,22309,1,419.95,Germany
2071,4/30/2001,45143,1,346.45,Germany
2234,4/30/2001,22177,1,70.82,Germany
2359,4/30/2001,41366,1,440.95,Germany
443,4/30/2001,22335,1,814.80,Germany
467,4/30/2001,42369,1,894.34,Germany
488,4/30/2001,22115,1,996.45,Germany
512,4/30/2001,22337,1,230.74,Germany
606,4/30/2001,40724,1,317.89,Germany
681,4/30/2001,22043,1,658.09,Germany
713,4/30/2001,40625,1,162.70,Germany
757,4/30/2001,40591,1,83.95,Germany
757,4/30/2001,42549,1,83.95,Germany
757,4/30/2001,42699,1,83.95,Germany
757,4/30/2001,45134,1,83.95,Germany
767,4/30/2001,22049,1,104.95,Germany
786,4/30/2001,22769,1,68.20,Germany
786,4/30/2001,41366,1,68.20,Germany
1014,5/7/2001,12359,1,86.57,Germany
1168,5/7/2001,14193,1,377.95,Germany
1329,5/7/2001,12629,1,133.77,Germany
2074,5/7/2001,13159,1,330.70,Germany
2277,5/7/2001,10407,1,262.45,Germany
2343,5/7/2001,20148,1,446.20,Germany
2400,5/7/2001,14169,1,89.20,Germany
2410,5/7/2001,20148,1,104.95,Germany
635,5/8/2001,13439,1,855.49,Germany
785,5/8/2001,13359,1,68.20,Germany
992,5/8/2001,10365,1,278.20,Germany
967,5/8/2001,10243,1,671.95,Germany
1017,5/8/2001,20259,1,288.70,Germany
2081,5/8/2001,13059,1,225.70,Germany
592,5/8/2001,10115,1,963.11,Germany
964,5/8/2001,13467,1,325.45,Germany
1014,5/8/2001,13585,1,86.57,Germany
1215,5/8/2001,12103,1,367.45,Germany
768,5/8/2001,10319,1,104.95,Germany
786,5/8/2001,13359,1,68.20,Germany
1114,5/8/2001,20359,1,167.95,Germany
495,5/8/2001,14059,1,577.92,Germany
767,5/8/2001,10319,1,104.95,Germany
843,5/8/2001,13597,1,524.95,Germany
992,5/8/2001,12351,1,278.20,Germany
910,5/8/2001,13158,1,430.45,Germany
921,5/8/2001,13587,1,524.95,Germany
676,5/9/2001,12307,1,823.99,Germany
2380,5/16/2003,12169,1,293.95,Germany
2396,5/16/2003,13587,1,89.20,Germany
502,5/16/2003,10245,1,1105.91,Germany
600,5/16/2003,14059,1,747.34,Germany
767,5/16/2003,12357,1,104.95,Germany
816,5/16/2003,13597,1,330.70,Germany
1155,5/16/2003,13583,1,446.20,Germany
2400,5/16/2003,21033,1,94.45,Germany
551,5/16/2003,12627,1,922.16,Germany
1213,5/16/2003,20251,1,556.45,Germany
2332,5/16/2003,12681,1,419.95,Germany
2396,5/16/2003,12681,1,89.20,Germany
502,5/16/2003,20255,1,1105.91,Germany
635,5/16/2003,13439,1,881.74,Germany
915,5/16/2003,10245,1,556.45,Germany
609,5/18/2001,13086,1,813.49,Germany
1489,5/18/2001,10365,1,267.65,Germany
2053,5/18/2001,12351,1,325.45,Germany
604,5/18/2001,10965,1,472.24,Germany
631,5/18/2001,10117,1,351.49,Germany
643,5/18/2001,12629,1,1154.74,Germany
1053,5/18/2001,13129,1,262.45,Germany
2407,5/18/2001,12357,1,81.32,Germany
475,5/19/2001,12207,1,996.45,Germany
645,5/19/2001,13439,1,982.80,Germany
676,5/19/2001,12249,1,823.99,Germany
1157,5/21/2001,10585,1,383.20,Germany
1818,5/21/2001,10557,1,207.38,Germany
1182,5/21/2001,10587,1,173.20,Germany
2400,5/21/2001,12159,1,89.20,Germany
964,5/21/2001,12359,1,325.45,Germany
726,5/21/2001,10713,1,120.70,Germany
910,5/21/2001,12629,1,430.45,Germany
1017,5/21/2001,21033,1,288.70,Germany
1213,5/21/2001,20251,1,566.95,Germany
1014,5/21/2001,20251,2,173.15,Germany
2400,5/21/2001,12349,1,89.20,Germany
725,5/21/2001,10713,1,120.70,Germany
475,5/21/2001,10117,1,996.45,Germany
826,5/21/2001,20259,1,944.95,Germany
967,5/21/2001,13129,1,656.20,Germany
2083,5/21/2001,10627,1,317.57,Germany
2410,5/21/2001,10585,1,104.95,Germany
488,5/22/2001,10318,1,996.45,Germany
785,5/22/2001,10961,1,68.20,Germany
1109,5/22/2001,10717,1,209.95,Germany
2053,5/22/2001,12207,1,325.45,Germany
604,5/22/2001,10557,1,472.24,Germany
788,5/22/2001,12681,1,314.95,Germany
910,5/22/2001,10585,1,430.45,Germany
976,5/22/2001,10777,1,314.95,Germany
499,5/22/2001,10559,1,878.85,Germany
604,5/22/2001,12681,1,472.24,Germany
681,5/22/2001,12353,1,658.09,Germany
787,5/22/2001,12681,1,314.95,Germany
1230,5/22/2001,10435,1,524.95,Germany
768,5/22/2001,13597,1,104.95,Germany
967,5/22/2001,10823,1,656.20,Germany
786,5/22/2001,10961,1,68.20,Germany
1110,5/22/2001,10717,1,209.95,Germany
767,5/22/2001,13597,1,104.95,Germany
596,12/18/2002,12629,1,797.21,Germany
642,12/18/2002,12305,1,903.79,Germany
631,12/19/2002,10587,1,356.74,Germany
1111,12/19/2002,10409,2,241.40,Germany
785,12/19/2002,10829,1,57.70,Germany
964,12/19/2002,13589,1,335.95,Germany
551,12/19/2002,13359,1,922.16,Germany
757,12/19/2002,10829,2,146.90,Germany
786,12/19/2002,10829,1,57.70,Germany
2082,12/19/2002,10318,1,335.95,Germany
2396,12/19/2002,14195,1,89.20,Germany
559,12/19/2002,20251,1,643.39,Germany
1112,12/19/2002,10409,2,241.40,Germany
758,12/19/2002,10829,2,146.90,Germany
596,5/23/2001,12277,1,766.24,Germany
2016,5/23/2001,14089,1,304.45,Germany
2255,5/23/2001,13581,1,60.32,Germany
2277,5/23/2001,13088,1,262.45,Germany
2410,5/23/2001,10247,1,104.95,Germany
1014,5/23/2001,12357,1,86.57,Germany
2083,5/23/2001,14059,1,317.57,Germany
2388,5/23/2001,14059,1,309.70,Germany
2005,5/23/2001,14059,1,307.07,Germany
2053,5/23/2001,14089,1,325.45,Germany
2400,5/23/2001,14059,1,89.20,Germany
2083,5/23/2001,12159,1,317.57,Germany
2254,5/23/2001,13581,1,60.32,Germany
2407,5/23/2001,14059,1,81.32,Germany
2410,5/23/2001,10243,1,104.95,Germany
2045,5/23/2001,14059,1,419.95,Germany
443,5/23/2001,12681,1,814.80,Germany
573,5/23/2001,20148,1,293.74,Germany
631,5/23/2001,12351,1,351.49,Germany
2407,5/23/2001,13597,1,81.32,Germany
2128,5/24/2001,20088,1,403.99,Germany
550,5/24/2001,10407,1,414.49,Germany
2410,5/24/2001,14057,1,104.95,Germany
596,5/24/2001,20148,1,766.24,Germany
754,3/29/2001,40597,2,493.40,Germany
910,3/29/2001,22045,1,430.45,Germany
964,3/29/2001,22049,1,325.45,Germany
989,3/29/2001,22763,1,419.95,Germany
1017,3/29/2001,22043,1,288.70,Germany
1091,3/29/2001,42399,1,181.07,Germany
2234,3/29/2001,45326,1,70.82,Germany
2240,3/29/2001,45326,1,89.20,Germany
2253,3/29/2001,41469,1,136.45,Germany
2284,3/29/2001,22303,2,619.40,Germany
433,3/29/2001,22419,1,836.85,Germany
491,3/29/2001,22049,1,852.34,Germany
604,3/29/2001,22419,1,472.24,Germany
681,3/29/2001,42283,1,658.09,Germany
725,3/29/2001,22299,1,120.70,Germany
729,3/29/2001,40477,1,309.70,Germany
770,3/29/2001,41516,1,262.45,Germany
475,5/13/2003,41564,1,1037.40,Germany
670,5/13/2003,40211,1,892.24,Germany
1144,5/13/2003,45219,1,414.70,Germany
786,12/12/2002,22559,2,125.90,Germany
785,12/12/2002,22559,2,125.90,Germany
725,12/12/2002,40468,1,110.20,Germany
682,12/13/2002,22111,1,969.68,Germany
600,12/13/2002,40699,1,747.34,Germany
609,12/13/2002,22111,1,850.24,Germany
638,12/13/2002,42699,1,1008.79,Germany
1960,12/13/2002,45134,1,98.65,Germany
910,5/2/2001,22529,1,430.45,Germany
1061,5/2/2001,40472,1,146.95,Germany
1116,5/2/2001,40591,1,259.82,Germany
2012,5/2/2001,45143,1,388.45,Germany
2240,5/2/2001,40627,1,89.20,Germany
2407,5/2/2001,45143,2,162.65,Germany
1062,5/2/2001,40472,1,146.95,Germany
94,5/2/2001,41063,1,876.75,Germany
1168,5/2/2001,42857,1,377.95,Germany
2192,5/2/2001,42107,1,209.95,Germany
2353,5/2/2001,41516,1,414.70,Germany
2241,5/2/2001,40627,1,89.20,Germany
2359,5/2/2001,22763,1,440.95,Germany
2370,5/2/2001,21077,1,719.20,Germany
622,5/2/2001,40227,1,810.34,Germany
2128,5/2/2001,22089,1,403.99,Germany
2410,5/2/2001,22119,1,104.95,Germany
2371,5/2/2001,45143,1,572.20,Germany
2400,5/2/2001,40215,1,89.20,Germany
445,5/3/2001,22395,1,856.80,Germany
2388,5/3/2001,42549,1,309.70,Germany
2252,5/3/2001,42549,1,136.45,Germany
2253,5/3/2001,40595,1,136.45,Germany
467,5/3/2001,45279,1,894.34,Germany
2250,5/3/2001,42553,1,125.95,Germany
2252,5/3/2001,40595,1,136.45,Germany
2359,5/3/2001,42657,1,440.95,Germany
2388,5/3/2001,42657,1,309.70,Germany
631,5/3/2001,22049,1,351.49,Germany
676,5/3/2001,45134,1,823.99,Germany
826,5/3/2001,41516,1,918.70,Germany
1173,5/3/2001,45147,1,535.45,Germany
2253,5/3/2001,42549,1,136.45,Germany
512,5/3/2001,40597,2,461.48,Germany
826,5/3/2001,22149,1,944.95,Germany
910,5/3/2001,45143,1,430.45,Germany
2251,5/3/2001,42553,1,125.95,Germany
1061,5/4/2001,40595,1,146.95,Germany
2253,5/4/2001,21129,1,136.45,Germany
2277,5/4/2001,22089,1,262.45,Germany
2343,5/4/2001,22391,1,446.20,Germany
992,5/4/2001,40883,1,278.20,Germany
2332,5/4/2001,22089,2,839.90,Germany
2343,5/4/2001,22111,1,446.20,Germany
967,5/4/2001,40468,1,671.95,Germany
1062,5/4/2001,40595,1,146.95,Germany
1091,5/4/2001,21107,1,181.07,Germany
1450,5/4/2001,40591,1,144.27,Germany
2277,5/4/2001,22043,1,262.45,Germany
1092,5/4/2001,21107,1,181.07,Germany
2269,5/4/2001,22417,1,288.70,Germany
964,5/4/2001,45145,1,325.45,Germany
2252,5/4/2001,21129,1,136.45,Germany
2279,5/4/2001,45326,1,167.95,Germany
2332,5/4/2001,41169,1,419.95,Germany
2400,5/4/2001,22089,1,89.20,Germany
2400,5/4/2001,22391,1,89.20,Germany
2407,5/4/2001,22089,1,81.32,Germany
1449,5/4/2001,40591,1,144.27,Germany
495,5/5/2001,22177,1,577.92,Germany
512,5/5/2001,22419,1,230.74,Germany
1847,5/5/2001,41065,1,125.95,Germany
467,5/7/2001,42113,1,894.34,Germany
676,5/7/2001,22047,1,823.99,Germany
976,5/7/2001,41065,1,314.95,Germany
990,5/7/2001,42281,1,440.95,Germany
1517,5/7/2001,22119,1,152.15,Germany
964,5/7/2001,22605,1,314.95,Germany
475,12/13/2002,41066,1,1037.40,Germany
1961,12/13/2002,45134,1,98.65,Germany
502,12/14/2002,42369,1,1105.91,Germany
606,12/14/2002,22547,1,337.84,Germany
475,12/14/2002,22587,1,1037.40,Germany
502,12/14/2002,22605,1,1105.91,Germany
491,12/14/2002,22605,1,890.66,Germany
502,12/14/2002,22175,1,1105.91,Germany
551,12/14/2002,40227,1,922.16,Germany
681,12/14/2002,42549,1,715.84,Germany
472,12/14/2002,22177,1,961.28,Germany
559,12/14/2002,40217,1,643.39,Germany
606,12/14/2002,40211,1,337.84,Germany
559,12/14/2002,22047,1,643.39,Germany
642,12/14/2002,40211,1,903.79,Germany
940,5/15/2003,40477,1,698.20,Germany
981,5/15/2003,22303,1,157.45,Germany
1000,5/15/2003,41352,2,178.40,Germany
1927,5/15/2003,41516,1,99.70,Germany
2053,5/15/2003,41065,1,330.70,Germany
2081,5/15/2003,41169,1,225.70,Germany
433,5/16/2003,41352,1,880.16,Germany
609,5/16/2003,22119,1,850.24,Germany
826,5/16/2003,22143,1,929.20,Germany
915,5/16/2003,22337,1,556.45,Germany
1191,5/7/2001,22309,1,267.70,Germany
1229,5/7/2001,22391,1,246.70,Germany
826,5/7/2001,40629,1,918.70,Germany
952,5/7/2001,42113,1,262.45,Germany
2407,5/7/2001,41540,1,81.32,Germany
990,5/7/2001,42855,1,440.95,Germany
1920,5/21/2001,53225,1,286.07,Germany
2388,5/21/2001,48351,1,309.70,Germany
757,5/21/2001,48165,1,83.95,Germany
910,5/21/2001,45739,1,430.45,Germany
512,5/21/2001,52382,1,230.74,Germany
604,5/21/2001,48165,1,472.24,Germany
758,5/21/2001,48165,1,83.95,Germany
910,5/21/2001,44581,1,430.45,Germany
1148,5/21/2001,48712,1,314.95,Germany
488,5/21/2001,53783,1,996.45,Germany
910,5/21/2001,53902,1,430.45,Germany
2012,5/21/2001,46419,1,388.45,Germany
2045,5/21/2001,53340,1,419.95,Germany
2055,5/21/2001,53804,1,569.57,Germany
2055,5/21/2001,53879,1,569.57,Germany
396,5/21/2001,52441,1,876.49,Germany
396,5/21/2001,53173,1,876.49,Germany
910,5/21/2001,45891,1,430.45,Germany
1014,5/21/2001,48153,1,86.57,Germany
445,5/21/2001,53797,1,856.80,Germany
396,5/22/2001,46397,1,876.49,Germany
499,5/22/2001,52388,1,878.85,Germany
514,5/22/2001,53639,1,456.49,Germany
758,5/22/2001,52428,1,83.95,Germany
1014,5/22/2001,45659,1,86.57,Germany
1034,5/22/2001,52428,1,997.24,Germany
2374,5/22/2001,45731,1,661.45,Germany
604,5/22/2001,45665,1,472.24,Germany
687,5/22/2001,53902,1,451.24,Germany
729,5/22/2001,53229,1,309.70,Germany
979,5/22/2001,52428,1,409.45,Germany
2192,5/22/2001,48683,1,209.95,Germany
2332,5/22/2001,52538,1,419.95,Germany
426,5/22/2001,53340,1,828.45,Germany
475,5/22/2001,53332,1,996.45,Germany
596,5/22/2001,53925,1,766.24,Germany
967,5/22/2001,45701,1,671.95,Germany
936,5/22/2001,52391,1,498.70,Germany
631,5/22/2001,53721,1,351.49,Germany
1014,5/22/2001,44575,1,86.57,Germany
2407,5/22/2001,53925,1,81.32,Germany
396,5/22/2001,52441,1,876.49,Germany
433,5/22/2001,53721,1,836.85,Germany
475,5/22/2001,53842,1,996.45,Germany
757,5/22/2001,52428,1,83.95,Germany
910,5/22/2001,52441,1,430.45,Germany
964,5/22/2001,46286,1,325.45,Germany
1003,5/22/2001,52477,1,86.57,Germany
1005,5/22/2001,48720,1,107.57,Germany
499,5/22/2001,46286,1,878.85,Germany
730,5/22/2001,53229,1,309.70,Germany
826,5/22/2001,32049,1,918.70,Germany
1003,5/22/2001,53229,2,173.15,Germany
475,5/23/2001,52441,1,996.45,Germany
635,12/18/2002,53639,1,881.74,Germany
1116,12/18/2002,46244,1,262.45,Germany
757,12/18/2002,52441,1,73.45,Germany
1859,12/18/2002,53840,2,309.75,Germany
768,12/18/2002,45711,1,94.45,Germany
1894,12/18/2002,48432,1,734.95,Germany
785,12/19/2002,52538,1,57.70,Germany
2254,12/19/2002,53913,1,60.32,Germany
396,12/19/2002,52459,1,913.76,Germany
767,12/19/2002,52396,1,104.95,Germany
2250,12/19/2002,53332,1,125.95,Germany
768,12/19/2002,52396,1,104.95,Germany
946,12/19/2002,53925,1,708.70,Germany
2255,12/19/2002,53913,1,60.32,Germany
2400,12/19/2002,49549,1,89.20,Germany
475,12/19/2002,32051,1,1037.40,Germany
2071,5/23/2001,48432,1,346.45,Germany
2235,5/23/2001,48485,1,70.82,Germany
1014,5/23/2001,46395,1,86.57,Germany
2400,5/23/2001,53229,1,89.20,Germany
2083,5/23/2001,48599,1,317.57,Germany
826,5/23/2001,45768,1,918.70,Germany
2064,5/23/2001,48432,1,496.07,Germany
2255,5/23/2001,48607,1,60.32,Germany
2353,5/23/2001,53879,1,414.70,Germany
2407,5/23/2001,52531,1,81.32,Germany
433,5/23/2001,53123,1,836.85,Germany
604,5/23/2001,49509,1,472.24,Germany
1014,5/23/2001,46244,1,86.57,Germany
1990,5/23/2001,53902,1,262.45,Germany
2254,5/23/2001,48607,1,60.32,Germany
2359,5/23/2001,53229,1,440.95,Germany
433,5/23/2001,53809,1,836.85,Germany
475,5/23/2001,52385,1,996.45,Germany
2295,5/23/2001,48432,1,860.95,Germany
93,5/23/2001,53804,1,966.00,Germany
491,5/23/2001,53117,1,852.34,Germany
1005,5/23/2001,48369,1,107.57,Germany
2234,5/23/2001,48485,1,70.82,Germany
433,5/23/2001,52388,1,836.85,Germany
964,5/23/2001,53902,1,325.45,Germany
1139,5/23/2001,53639,1,682.45,Germany
2359,5/23/2001,48629,1,440.95,Germany
863,5/24/2001,53721,1,304.45,Germany
1014,5/24/2001,53721,1,86.57,Germany
596,5/24/2001,45884,1,766.24,Germany
826,5/24/2001,48683,1,918.70,Germany
976,5/24/2001,48336,1,314.95,Germany
1008,5/24/2001,53721,1,262.45,Germany
499,5/24/2001,48157,1,878.85,Germany
513,5/24/2001,52382,1,451.45,Germany
910,5/24/2001,53347,1,430.45,Germany
967,5/24/2001,52441,1,671.95,Germany
512,5/24/2001,48369,1,230.74,Germany
604,5/24/2001,52379,1,472.24,Germany
1014,5/24/2001,59387,1,86.57,Germany
631,5/24/2001,53809,1,351.49,Germany
990,5/24/2001,49509,1,440.95,Germany
940,5/24/2001,48369,1,687.70,Germany
2359,5/24/2001,46286,1,440.95,Germany
2407,6/11/2001,48369,2,162.65,Germany
475,6/11/2001,53809,1,996.45,Germany
676,6/11/2001,48432,1,823.99,Germany
676,6/11/2001,48485,1,823.99,Germany
2279,6/11/2001,48624,1,167.95,Germany
499,6/11/2001,52441,1,878.85,Germany
981,6/11/2001,45897,1,157.45,Germany
1426,6/11/2001,46419,1,299.15,Germany
396,6/11/2001,53227,1,876.49,Germany
2332,5/19/2003,46399,1,419.95,Germany
396,5/20/2003,45768,1,913.76,Germany
632,5/20/2003,48629,1,403.73,Germany
669,5/20/2003,53229,1,1364.74,Germany
2343,5/31/2001,32051,1,446.20,Germany
475,5/31/2001,45659,1,996.45,Germany
512,5/31/2001,53840,1,230.74,Germany
596,5/31/2001,53179,1,766.24,Germany
767,5/31/2001,52428,1,104.95,Germany
2254,5/19/2003,46419,1,60.32,Germany
964,5/19/2003,53879,1,335.95,Germany
1009,5/19/2003,46399,1,99.70,Germany
1201,5/19/2003,48369,1,577.45,Germany
2295,5/19/2003,53173,1,860.95,Germany
2332,5/19/2003,46397,1,419.95,Germany
2388,5/19/2003,46286,1,309.70,Germany
401,5/19/2003,53332,1,948.68,Germany
726,5/19/2003,48153,1,110.20,Germany
729,5/19/2003,48153,1,309.70,Germany
1009,5/19/2003,46419,1,99.70,Germany
2255,5/19/2003,46419,1,60.32,Germany
596,12/21/2002,48369,1,797.21,Germany
843,5/31/2001,48712,1,524.95,Germany
976,5/31/2001,45665,1,314.95,Germany
1014,5/31/2001,46244,1,86.57,Germany
1014,5/31/2001,32130,1,86.57,Germany
2252,5/31/2001,46395,1,136.45,Germany
499,5/31/2001,53332,1,878.85,Germany
550,5/31/2001,53343,1,414.49,Germany
604,5/31/2001,53340,1,472.24,Germany
726,5/31/2001,53229,1,120.70,Germany
726,5/31/2001,49479,1,120.70,Germany
754,5/31/2001,53117,1,246.70,Germany
757,5/31/2001,53347,2,167.90,Germany
757,5/31/2001,45739,1,83.95,Germany
921,5/31/2001,44579,1,524.95,Germany
