BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,TIN,ProductId,StandardComponentId,EnrolleeContractRateDeterminationRule,TwoParentFamilyMaxDependentsRule,SingleParentFamilyMaxDependentsRule,DependentMaximumAgRule,ChildrenOnlyContractMaxChildrenRule,DomesticPartnerAsSpouseIndicator,SameSexPartnerAsSpouseIndicator,AgeDeterminationRule,MinimumTobaccoFreeMonthsRule,CohabitationRule,RowNumber,MarketCoverage,DentalOnlyPlan
2014,TX,47665,HIOS,7,2014-01-21 08:29:49,47665,95-6042390,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,1,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",10,,
2014,TX,47665,HIOS,7,2014-01-21 08:29:49,47665,95-6042390,,47665TX0010001,A different rate (specifically for parties of two or more)for each enrollee is added together,,,Not Applicable,3 or more,,,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",11,,
2014,TX,47665,HIOS,7,2014-01-21 08:29:49,47665,95-6042390,,47665TX0010002,A different rate (specifically for parties of two or more)for each enrollee is added together,,,Not Applicable,3 or more,,,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",12,,
2014,AR,75293,SERFF,9,2014-01-22 11:51:12,75293,71-0226428,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,No,No,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No",10,Individual,Yes
2014,AR,75293,SERFF,9,2014-01-22 11:51:12,75293,71-0226428,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,No,No,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No",10,SHOP (Small Group),No
2014,AR,75293,SERFF,9,2014-01-22 11:51:12,75293,71-0226428,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,No,No,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No",10,SHOP (Small Group),Yes
2014,DE,13537,SERFF,5,2013-11-27 09:24:34,13537,75-1296086,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,25,1,Yes,Yes,Age on effective date,6,"Spouse,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Collateral Dependent,No;Life Partner,No;Annultant,No",10,Individual,No
2014,DE,19005,SERFF,1,2013-08-01 21:15:43,19005,93-0242990,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,21,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Stepson or Stepdaughter,No;Child,No;Sponsored Dependent,No;Life Partner,No",10,SHOP (Small Group),Yes
2014,DE,26018,SERFF,9,2014-01-23 12:49:01,26018,51-0228088,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No",10,Individual,Yes
2014,DE,26018,SERFF,9,2014-01-23 12:49:01,26018,51-0228088,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No",10,SHOP (Small Group),Yes
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0140001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,21,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Brother or Sister,No;Self,No",20,,
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0130001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,21,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Brother or Sister,No;Self,No",21,,
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0150001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,21,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Brother or Sister,No;Self,No",22,,
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0040001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,21,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Brother or Sister,No;Self,No",23,,
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0020001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,21,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Brother or Sister,No;Self,No",24,,
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0010001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,21,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Brother or Sister,No;Self,No",25,,
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0070001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,21,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Brother or Sister,No;Self,No",26,,
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0040002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No",27,,
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0020002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No",28,,
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0010002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No",29,,
2014,FL,49193,HIOS,4,2013-09-10 14:43:20,49193,86-0307623,,49193FL0070002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No",30,,
2014,FL,51398,HIOS,5,2014-01-21 08:29:49,51398,59-1419293,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,30,3 or more,Yes,Yes,Age on effective date,6,"Spouse,Yes;Nephew or Niece,Yes;Adopted Child,Yes;Ward,Yes;Stepson or Stepdaughter,Yes;Self,Yes;Child,Yes;Dependent on a Minor Dependent,Yes;Guardian,Yes;Life Partner,Yes",10,,
2014,FL,54172,HIOS,6,2013-10-15 07:27:56,54172,26-0155137,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,30,3 or more,Yes,Yes,Age on effective date,6,"Spouse,Yes;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Guardian,Yes;Life Partner,Yes",10,,
2014,FL,56503,HIOS,6,2014-03-19 07:06:49,56503,26-3238817,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,30,3 or more,Yes,Yes,Age on effective date,6,"Spouse,Yes;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Dependent on a Minor Dependent,No;Court Appointed Guardian,No;Life Partner,Yes",10,,
2014,FL,56503,HIOS,6,2014-03-19 07:06:49,56503,26-3238817,56503FL107,,,,,,,,,,,"Self,Yes",11,,
2014,FL,56503,HIOS,6,2014-03-19 07:06:49,56503,26-3238817,56503FL108,,,,,,,,,,,"Self,Yes",12,,
2014,FL,56503,HIOS,6,2014-03-19 07:06:49,56503,26-3238817,56503FL109,,,,,,,,,,,"Self,Yes",13,,
2014,FL,56503,HIOS,6,2014-03-19 07:06:49,56503,26-3238817,56503FL130,,,,,,,,,,,"Self,Yes",14,,
2014,FL,56503,HIOS,6,2014-03-19 07:06:49,56503,26-3238817,56503FL131,,,,,,,,,,,"Self,Yes",15,,
2014,FL,56503,HIOS,6,2014-03-19 07:06:49,56503,26-3238817,56503FL132,,,,,,,,,,,"Self,Yes",16,,
2014,FL,57451,HIOS,4,2013-10-15 07:27:56,57451,65-0986441,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,30,1,Yes,Yes,Age on effective date,6,"Spouse,No;Adopted Child,No;Foster Child,No;Son-in-Law or Daughter-in-Law,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Sponsored Dependent,No;Dependent on a Minor Dependent,No;Ex-Spouse,No;Collateral Dependent,No;Life Partner,No;Annultant,No",10,,
2014,FL,59667,HIOS,5,2013-08-30 07:44:10,59667,65-0743731,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,Yes",10,,
2014,FL,77150,HIOS,9,2014-03-19 07:06:49,77150,45-3131932,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,30,3 or more,No,No,Age on effective date,12,"Spouse,No;Adopted Child,No;Foster Child,No;Self,Yes;Child,No",10,,
2014,FL,85543,HIOS,3,2013-08-30 07:44:10,85543,35-0472300,,,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,30,1,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Grandson or Granddaughter,Yes;Adopted Child,Yes;Foster Child,Yes;Ward,Yes;Stepson or Stepdaughter,Yes;Self,Yes;Child,Yes;Life Partner,No",10,,
2014,FL,86382,HIOS,4,2013-08-30 07:44:10,86382,20-8937577,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,30,1,No,No,Age on effective date,6,"Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Dependent on a Minor Dependent,No",10,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",10,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0010001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",11,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0010002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",12,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0010004,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,25,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Life Partner,No",13,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0010006,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,25,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Life Partner,No",14,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0020001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",15,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0020002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",16,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0020004,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,25,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Life Partner,No",17,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0020006,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,25,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Life Partner,No",18,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0030001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",19,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0030002,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",20,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0030004,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,25,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Life Partner,No",21,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0030006,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,25,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Life Partner,No",22,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0040001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",23,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0040002,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",24,,
2014,FL,97725,HIOS,6,2014-01-21 08:29:49,97725,94-2761537,,97725FL0040004,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,25,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Life Partner,No",25,,
2014,GA,73231,HIOS,6,2013-11-26 13:14:08,73231,47-0397286,73231GA008,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,Yes;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,Yes",15,,
2014,GA,73231,HIOS,6,2013-11-26 13:14:08,73231,47-0397286,73231GA009,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,Yes;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,Yes",16,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,1,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",10,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0010001,A different rate (specifically for parties of two or more)for each enrollee is added together,,,Not Applicable,3 or more,,,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",11,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0010002,A different rate (specifically for parties of two or more)for each enrollee is added together,,,Not Applicable,3 or more,,,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",12,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0020001,A different rate (specifically for parties of two or more)for each enrollee is added together,,,Not Applicable,3 or more,,,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",13,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0020002,A different rate (specifically for parties of two or more)for each enrollee is added together,,,Not Applicable,3 or more,,,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",14,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0010003,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,26,,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",15,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0010004,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,26,,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",16,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0010005,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,26,,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",17,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0010006,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,26,,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",18,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0020003,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,26,,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",19,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0020004,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,26,,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",20,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0020005,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,26,,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",21,,
2014,GA,83502,HIOS,8,2014-01-21 08:29:49,83502,95-6042390,,83502GA0020006,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,26,,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No;Life Partner,No",22,,
2014,GA,83761,HIOS,10,2014-03-19 07:06:49,83761,58-2335921,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,Yes,Yes,Age on effective date,6,"Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,No;Child,No;Court Appointed Guardian,No",10,,
2014,GA,86637,HIOS,6,2014-01-21 08:29:49,86637,94-2761537,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",10,,
2014,GA,86637,HIOS,6,2014-01-21 08:29:49,86637,94-2761537,,86637GA0010001,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Adopted Child,Yes;Foster Child,Yes;Stepson or Stepdaughter,Yes;Child,Yes",11,,
2014,IN,17575,HIOS,12,2014-03-19 07:06:49,17575,35-0781558,17575IN073,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,No,No,Age on effective date,6,"Spouse,Yes;Adopted Child,No;Foster Child,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No",12,,
2014,IN,17575,HIOS,12,2014-03-19 07:06:49,17575,35-0781558,17575IN074,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,No,No,Age on effective date,6,"Spouse,Yes;Adopted Child,No;Foster Child,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No",13,,
2014,IN,17575,HIOS,12,2014-03-19 07:06:49,17575,35-0781558,17575IN075,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,No,No,Age on effective date,6,"Spouse,Yes;Adopted Child,No;Foster Child,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No",14,,
2014,IN,17575,HIOS,12,2014-03-19 07:06:49,17575,35-0781558,17575IN080,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,3 or more,No,No,Age on effective date,6,"Spouse,Yes;Adopted Child,No;Foster Child,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No",15,,
2014,IN,35065,HIOS,4,2013-08-30 07:44:10,35065,39-1821211,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,1,No,No,Age on effective date,6,"Spouse,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Child,No;Dependent on a Minor Dependent,No",10,,
2014,IN,43499,HIOS,1,2013-06-28 08:36:25,43499,34-0648820,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,26,1,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Stepson or Stepdaughter,No;Child,No;Court Appointed Guardian,No;Life Partner,Yes",10,,
2014,IN,45958,HIOS,4,2013-09-02 11:39:25,45958,36-3691770,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,No;Child,No",10,,
2014,IN,45958,HIOS,4,2013-09-02 11:39:25,45958,36-3691770,45958IN001,,,,,,,,,,,,11,,
2014,IN,45958,HIOS,4,2013-09-02 11:39:25,45958,36-3691770,45958IN002,,,,,,,,,,,,12,,
2014,IN,45958,HIOS,4,2013-09-02 11:39:25,45958,36-3691770,45958IN003,,There are rates specifically for couples and for families (not just addition of individual rates),,,26,,,,,,,13,,
2014,IN,45958,HIOS,4,2013-09-02 11:39:25,45958,36-3691770,45958IN004,,There are rates specifically for couples and for families (not just addition of individual rates),,,26,,,,,,,14,,
2014,IN,45958,HIOS,4,2013-09-02 11:39:25,45958,36-3691770,45958IN005,,There are rates specifically for couples and for families (not just addition of individual rates),,,26,,,,,,,15,,
2014,IN,50816,HIOS,9,2013-11-26 13:14:08,50816,31-1069321,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,25,3 or more,No,No,Age on effective date,6,"Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,No;Child,No",10,,
2014,IN,50816,HIOS,9,2013-11-26 13:14:08,50816,31-1069321,50816IN019,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,25,3 or more,No,No,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,No;Child,No",11,,
2014,IN,56340,HIOS,2,2013-07-31 07:05:07,56340,35-0472300,,,There are rates specifically for couples and for families (not just addition of individual rates),3 or more,3 or more,30,1,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,Yes;Stepson or Stepdaughter,No;Self,Yes;Child,No;Life Partner,No",10,,
2014,IN,59560,HIOS,4,2013-09-02 11:39:25,59560,13-5123390,,,A different rate (specifically for parties of two or more)for each enrollee is added together,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Age on effective date,Not Applicable,"Spouse,No;Adopted Child,No;Foster Child,No;Stepson or Stepdaughter,No;Self,No;Child,No",10,,
2014,IN,59560,HIOS,4,2013-09-02 11:39:25,59560,13-5123390,59560IN001,,,,,,,,,,,,11,,
2014,IN,59560,HIOS,4,2013-09-02 11:39:25,59560,13-5123390,59560IN002,,,,,,,,,,,,12,,
2014,IN,59560,HIOS,4,2013-09-02 11:39:25,59560,13-5123390,59560IN003,,There are rates specifically for couples and for families (not just addition of individual rates),,,26,,,,,,,13,,
2014,IN,59560,HIOS,4,2013-09-02 11:39:25,59560,13-5123390,59560IN004,,There are rates specifically for couples and for families (not just addition of individual rates),,,26,,,,,,,14,,
2014,IN,59560,HIOS,4,2013-09-02 11:39:25,59560,13-5123390,59560IN005,,There are rates specifically for couples and for families (not just addition of individual rates),,,26,,,,,,,15,,
